predictions
83.01886792452831
83.01886792452831
92.45283018867924
86.79245283018868
83.01886792452831
86.79245283018868
81.13207547169812
84.90566037735849
79.24528301886792
73.58490566037736
86.79245283018868
79.24528301886792
88.67924528301887
86.79245283018868
81.13207547169812
86.79245283018868
86.79245283018868
79.24528301886792
81.13207547169812
