Ax,Ay,Az
12.559813286617413,2.361306932517411,2.504725860203011
5.49385400187035,6.950600454759562,8.577177742820119
10.147847731596398,7.960442726353815,2.938560951398312
13.665512938395448,23.449787035355673,8.399403404791293
8.979380102183422,13.954129743226463,4.142302747682435
5.3689702815945335,2.227736630757909,1.589617097017314
3.324848197800219,5.47634528595409,14.478031311312016
1.5275458844150847,11.118670707006606,9.797331292998798
10.910875020709025,5.755116368245071,19.869382279963386
16.337148129458168,7.610035552431887,8.38728045180433
9.194451707860344,3.253823627383737,2.216957610701046
2.8217879612988774,1.6115353884609107,3.3325263175799393
7.762834670199547,7.2122962910352735,3.8703017808732683
9.684341676890037,13.625684002358286,7.743965765276859
6.504909740673276,4.632353758032313,2.040350864632904
5.466925506497669,8.685936827748309,1.9711070851802364
1.5914737164961485,0.2938595987350479,9.801402046641115
4.466691142694025,9.292758921996867,6.962655229308102
12.159727150605553,7.106685844118526,10.76567262873768
6.428468104901217,6.816959930538714,6.911253026109923
3.9178364564953836,2.3606731643832335,2.9225452374168377
3.53479585192405,3.937218075942781,5.148168346526859
8.37873948806796,9.235615406226788,9.502981552190361
9.93617666237221,6.3372215428781455,3.5840819320018182
4.729653077913516,2.823414152783066,1.7074378173713818
2.7755143931123496,4.348980065334102,7.8289742612456275
3.7315066368710816,3.8552257478427725,6.935324483861515
3.555197385382965,8.523229503639797,10.166171642294605
11.6479323842977,12.68064718668396,12.837785353212887
4.378101235796873,6.120811435367544,5.15997581478738
1.0920114973520678,4.0979063777777105,2.699202950355836
3.82952812725329,3.332879519542882,2.2040281336681438
3.057680498747861,8.57731597966991,5.696593320101187
4.6158843113148516,4.560937404765362,5.669566556627624
2.0787272957172975,4.974296022732645,3.306917868139841
4.298882394964539,1.7756149760700486,7.820194357431172
2.1135454563406033,4.661275443216231,8.26728565704238
3.5063026705649114,11.139428751337558,9.20113887896486
6.897980771290076,6.553892790661206,13.402231166031621
4.347588267595574,4.82425632424844,5.066022767922972
2.3032827251039465,0.5175422163947203,5.390855506592513
3.328633457149223,4.0629256375891885,5.2639508288214865
5.940594703181883,6.606139434932585,12.19743503187058
6.1407553676069755,4.67433490281743,5.6148003215050695
3.5157017712637186,6.7067977594801444,2.9563324731038794
3.526353475480149,5.145055251362008,6.708100460693307
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
