Ax,Ay,Az
45.671241343,76.147404357,94.969254517
7.967151066799131,6.356651615634399,8.634879853186714
10.026361757078082,6.29938985894838,10.871687959244829
13.532173663252282,7.433496986185482,9.582283749054133
13.093134459358698,7.025106766095506,4.089436078752355
222.47607040470785,35.80617165404527,31.74898743101681
25.668548141326696,9.85442614155843,15.179929335317855
0.8529727630068072,6.152320838599883,7.631176833845311
8.126639906153171,19.71446253713393,28.857673724167363
19.346547232893066,28.53543362746595,25.50706757704281
120.42153051461213,617.8646174274883,431.97384775234565
14.044345170600408,44.413425898460645,11.708857429682565
18.4506334443429,32.721477466717374,10.709175155883305
8.461770025259254,28.928854749884866,7.866671612894494
15.115102479442712,25.628658240726004,11.523740653497073
65.68757320691448,101.24176020952682,21.486999825221623
10.919705133761699,38.68234783555318,18.649613932084044
22.620936595571376,57.77071401716292,19.394774435322322
27.24353157206019,22.90277759162081,21.27025406192904
16.601310156530328,48.89884257967202,2.706322880193886
31.076615622634908,165.78988307486068,249.96855302090924
4.421345020984759,56.06960967865594,18.16279194927175
20.300398222833685,46.12391450017548,16.578647855185555
9.870872074392308,7.255556751083082,12.305498104290011
12.523683015800428,17.145630972032745,8.16479908528804
121.9102810678324,15.952838595761934,28.69134611018632
16.22638441958425,47.47438256410435,29.259643558296965
14.973538873857304,20.874846100825362,19.201176940194642
19.592141007216476,30.134530193035282,14.088342119416058
7.735465556632703,35.92023978051645,22.651547237409435
40.63418666315992,113.77395837725912,232.5133774819051
31.01271639662074,36.595798400076674,14.734382930324914
22.828220084378387,32.92491155858927,11.273409478691987
9.847144464213278,11.855127750272683,6.470532199718039
16.46869467652993,15.809459650093311,6.937189192060195
91.86954954461693,0.781099365957256,55.09095819081312
11.607036028661199,28.867209753898752,16.914950813001507
3.832650189517288,5.965811877436094,20.229597105633157
31.591467547069776,21.197313771290737,8.04616316495385
5.032283509253343,28.847904133931472,25.919959766612223
45.57614476389136,91.69572571062305,158.02292548942748
6.224430942746731,14.820393589602801,10.849524886759385
34.13450850463995,27.920696762956297,12.448514641240637
4.37510128498327,15.532897532017085,22.473728248509577
16.532283543743297,13.928717028891578,5.241330297403045
75.00041056978495,22.317599802748624,22.66907869487387
41.67512128106907,13.64022708970381,11.949436923472167
7.34264963621371,17.579982040327465,18.3686008654353
30.628488299487127,11.27417298247271,17.520363984318035
7.753872564625407,34.21459652960135,36.488153144437625
27.186764884185283,121.36316018629577,152.25796743300575
36.42220916273723,18.722236294720492,27.52936497941951
26.781082792867423,30.660608461683108,21.736485934198466
18.938882585588455,30.078532426035043,7.718827185979152
24.586508485770104,21.152116925811026,21.361051840687786
126.88472857680402,36.01116975747948,7.671268021199403
22.2611274309748,11.200762869737167,5.594035629055087
31.56536781353203,14.055643314347245,2.8070342364971324
23.85660372245551,14.478300945161076,27.771697492511077
19.665441764633464,21.52692208680835,41.16073856240949
31.583398192572847,99.64389203920881,115.31594005868045
17.583620050169046,29.184288315009955,25.142989246838248
14.349846698402192,19.80386099127527,15.621780352453241
18.902041951988295,18.78246179531935,6.789887043035067
23.37362778442482,17.463626665924224,20.152283603240917
80.65496851020491,28.698029282890218,19.383260604119027
21.389196105974328,14.073515542933327,9.083561247563921
10.570720978312968,22.742205165687068,21.10308662914631
22.312205872259323,20.55984815182358,23.94693380136054
13.155647284866015,9.75943305969027,23.018260338720133
16.44514358367059,19.525432530620417,77.24891359368125
17.36053559422439,21.745204907147368,28.853429422045988
15.482253283951568,7.680865368450317,7.680016191308294
12.408766689347633,16.42402425608944,13.30591402028546
20.694138917926242,10.445771184789805,23.529280779691828
62.30960257986684,12.650158106160552,24.389491313624152
23.978617911335245,16.23494472117733,22.397032763202088
9.35384882074699,11.082937496422755,18.627381866435336
12.303880400144283,16.651632057183562,10.544677410399704
8.525878368734217,18.089680745472858,13.29796857176486
10.855186517513323,28.605040102450136,29.644832304181307
13.125840897081783,16.837179396684842,23.344686347975948
14.766853465445042,2.243395654928888,7.581291765761745
8.185290029199788,10.74826579831284,7.885312548593476
18.71918816953561,10.47912130156099,2.467789231921419
24.113939517770095,24.94360192548021,11.004773376072608
14.82650220382631,19.50562018687854,16.191082664396195
9.361454566802145,6.75486939530304,7.4963656793643
5.567775255995919,9.031295960189635,16.40386561171861
6.850985013347689,9.351906648670631,15.719121014454167
22.338088605722003,15.75132786909582,31.356764675729135
16.76806191988038,4.9457792391264075,12.801848798103535
